City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
510,Banjarmasin,ID,-3.3244,114.591,87.94,70,87,2.55,overcast clouds
511,Kieta,PG,-6.2167,155.6333,83.52,75,20,4.68,light rain
512,Valdosta,US,30.8327,-83.2785,66.97,80,20,0.0,few clouds
513,Beloha,MG,-25.1667,45.05,71.53,78,15,2.44,few clouds
514,Pokhara,NP,28.2333,83.9833,82.85,47,22,6.4,few clouds
515,Muskegon,US,43.3,-86.1334,48.06,34,0,6.91,clear sky
516,Oyonnax,FR,46.2592,5.6573,52.32,95,54,4.32,broken clouds
517,Arlit,NE,18.7369,7.3853,85.26,9,95,13.6,overcast clouds
518,Roma,US,43.2128,-75.4557,44.74,67,0,6.91,clear sky
519,Myrtle Beach,US,33.6891,-78.8867,64.44,90,100,16.11,overcast clouds
520,Enid,US,36.3956,-97.8784,75.36,82,100,21.85,overcast clouds
521,Velesin,CZ,48.8295,14.4625,54.28,93,100,2.98,light rain
522,Teguldet,RU,57.3064,88.1667,36.7,37,100,11.81,overcast clouds
523,Pilar,BR,-9.5972,-35.9567,71.53,86,78,3.89,light rain
524,Bathsheba,BB,13.2167,-59.5167,81.21,78,40,12.66,scattered clouds
525,Campo Grande,BR,-20.4428,-54.6464,60.35,77,0,6.91,light rain
526,Tura,IN,25.5198,90.2201,90.34,44,0,3.98,clear sky
527,Santa Rosalia,MX,27.3167,-112.2833,71.6,46,0,10.89,clear sky
528,Ust-Omchug,RU,61.15,149.6333,32.99,88,100,1.1,overcast clouds
